fecha,hora,objeto,confidence,dest_q1_x,dest_q1_y,dest_q2_x,dest_q2_y,dest_q3_x,dest_q3_y,dest_q4_x,dest_q4_y,centro_x,centro_y
03/04/24,20:26:19,person,0.8708076477050781,0,157,9,163,9,154,0,154,4,162
03/04/24,20:26:21,person,0.99629944562912,76,79,106,87,106,57,76,57,91,84
03/04/24,20:26:21,person,0.9099161028862,0,149,9,155,9,146,0,146,4,154
03/04/24,20:26:21,person,0.9070518612861632,188,120,216,126,216,98,188,98,202,123
03/04/24,20:27:08,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
03/04/24,20:27:08,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
03/04/24,20:27:08,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
03/04/24,20:27:08,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
03/04/24,20:27:10,person,0.9862701892852784,70,75,101,83,101,52,70,52,85,80
03/04/24,20:27:10,person,0.8453991413116455,186,122,215,129,215,100,186,100,200,126
03/04/24,20:27:12,person,0.989969789981842,73,84,101,91,101,63,73,63,87,88
03/04/24,20:27:12,person,0.9332403540611268,186,122,215,129,215,100,186,100,200,126
03/04/24,20:27:12,person,0.7414425611495972,0,157,8,163,8,155,0,155,4,162
03/04/24,20:27:14,person,0.9951000213623048,76,79,104,86,104,58,76,58,90,83
03/04/24,20:27:14,person,0.9142639636993408,186,119,216,126,216,96,186,96,201,123
03/04/24,20:27:14,person,0.8708076477050781,0,157,9,163,9,154,0,154,4,162
03/04/24,20:27:16,person,0.99629944562912,76,79,106,87,106,57,76,57,91,84
03/04/24,20:27:16,person,0.9099161028862,0,149,9,155,9,146,0,146,4,154
03/04/24,20:27:16,person,0.9070518612861632,188,120,216,126,216,98,188,98,202,123
03/04/24,20:27:18,person,0.9949703812599182,74,79,107,87,107,54,74,54,90,83
03/04/24,20:27:18,person,0.9463728666305542,0,148,11,154,11,143,0,143,5,153
03/04/24,20:27:18,person,0.9347140789031982,188,120,217,127,217,98,188,98,202,124
03/04/24,20:27:20,person,0.9866959452629088,76,71,111,79,111,44,76,44,93,75
03/04/24,20:27:20,person,0.9549985527992249,0,148,13,154,13,141,0,141,6,153
03/04/24,20:27:20,person,0.906617283821106,189,117,219,124,219,94,189,94,204,121
03/04/24,20:28:25,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
03/04/24,20:28:25,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
03/04/24,20:28:25,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
03/04/24,20:28:25,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
03/04/24,20:28:27,person,0.9862701892852784,70,75,101,83,101,52,70,52,85,80
03/04/24,20:28:27,person,0.8453991413116455,186,122,215,129,215,100,186,100,200,126
03/04/24,20:28:29,person,0.989969789981842,73,84,101,91,101,63,73,63,87,88
03/04/24,20:28:29,person,0.9332403540611268,186,122,215,129,215,100,186,100,200,126
03/04/24,20:28:29,person,0.7414425611495972,0,157,8,163,8,155,0,155,4,162
03/04/24,20:28:31,person,0.9951000213623048,76,79,104,86,104,58,76,58,90,83
03/04/24,20:28:31,person,0.9142639636993408,186,119,216,126,216,96,186,96,201,123
03/04/24,20:28:31,person,0.8708076477050781,0,157,9,163,9,154,0,154,4,162
03/04/24,20:28:34,person,0.99629944562912,76,79,106,87,106,57,76,57,91,84
03/04/24,20:28:34,person,0.9099161028862,0,149,9,155,9,146,0,146,4,154
03/04/24,20:28:34,person,0.9070518612861632,188,120,216,126,216,98,188,98,202,123
03/04/24,20:28:36,person,0.9949703812599182,74,79,107,87,107,54,74,54,90,83
03/04/24,20:28:36,person,0.9463728666305542,0,148,11,154,11,143,0,143,5,153
03/04/24,20:28:36,person,0.9347140789031982,188,120,217,127,217,98,188,98,202,124
03/04/24,20:28:38,person,0.9866959452629088,76,71,111,79,111,44,76,44,93,75
03/04/24,20:28:38,person,0.9549985527992249,0,148,13,154,13,141,0,141,6,153
03/04/24,20:28:38,person,0.906617283821106,189,117,219,124,219,94,189,94,204,121
03/04/24,20:28:40,person,0.9875617623329164,81,75,115,83,115,49,81,49,98,79
03/04/24,20:28:40,person,0.9759254455566406,0,146,14,152,14,138,0,138,7,151
03/04/24,20:28:40,person,0.928288459777832,191,118,219,124,219,96,191,96,205,121
03/04/24,20:28:42,person,0.9853234887123108,81,75,116,83,116,48,81,48,98,79
03/04/24,20:28:42,person,0.9810000658035278,0,149,18,155,18,137,0,137,9,153
03/04/24,20:28:42,person,0.8667430877685547,194,118,221,125,221,98,194,98,207,122
03/04/24,20:28:45,person,0.9943439364433287,0,154,22,161,22,139,0,139,11,159
03/04/24,20:28:45,person,0.9912600517272948,83,73,117,81,117,47,83,47,100,77
03/04/24,20:28:45,person,0.7123606204986572,197,114,222,119,222,94,197,94,209,116
03/04/24,20:28:47,person,0.9951825737953186,0,156,24,163,24,139,0,139,12,160
03/04/24,20:28:47,person,0.9897590279579164,83,73,117,81,117,47,83,47,100,77
03/04/24,20:28:47,person,0.7876433730125427,109,43,135,49,135,23,109,23,122,46
03/04/24,20:28:47,person,0.698930025100708,197,114,224,120,224,93,197,93,210,117
03/04/24,20:28:49,person,0.9960561394691468,0,154,27,162,27,135,0,135,13,159
03/04/24,20:28:49,person,0.9903967976570128,87,71,121,79,121,45,87,45,104,75
03/04/24,20:29:14,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
03/04/24,20:29:14,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
03/04/24,20:29:14,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
03/04/24,20:29:14,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
03/04/24,20:29:16,person,0.9862701892852784,70,75,101,83,101,52,70,52,85,80
03/04/24,20:29:16,person,0.8453991413116455,186,122,215,129,215,100,186,100,200,126
03/04/24,20:29:18,person,0.989969789981842,73,84,101,91,101,63,73,63,87,88
03/04/24,20:29:18,person,0.9332403540611268,186,122,215,129,215,100,186,100,200,126
03/04/24,20:29:18,person,0.7414425611495972,0,157,8,163,8,155,0,155,4,162
03/04/24,20:29:20,person,0.9951000213623048,76,79,104,86,104,58,76,58,90,83
03/04/24,20:29:20,person,0.9142639636993408,186,119,216,126,216,96,186,96,201,123
03/04/24,20:29:20,person,0.8708076477050781,0,157,9,163,9,154,0,154,4,162
03/04/24,20:29:22,person,0.99629944562912,76,79,106,87,106,57,76,57,91,84
03/04/24,20:29:22,person,0.9099161028862,0,149,9,155,9,146,0,146,4,154
03/04/24,20:29:22,person,0.9070518612861632,188,120,216,126,216,98,188,98,202,123
03/04/24,20:29:25,person,0.9949703812599182,74,79,107,87,107,54,74,54,90,83
03/04/24,20:29:25,person,0.9463728666305542,0,148,11,154,11,143,0,143,5,153
03/04/24,20:29:25,person,0.9347140789031982,188,120,217,127,217,98,188,98,202,124
03/04/24,20:29:27,person,0.9866959452629088,76,71,111,79,111,44,76,44,93,75
03/04/24,20:29:27,person,0.9549985527992249,0,148,13,154,13,141,0,141,6,153
03/04/24,20:29:27,person,0.906617283821106,189,117,219,124,219,94,189,94,204,121
03/04/24,20:29:29,person,0.9875617623329164,81,75,115,83,115,49,81,49,98,79
03/04/24,20:29:29,person,0.9759254455566406,0,146,14,152,14,138,0,138,7,151
03/04/24,20:29:29,person,0.928288459777832,191,118,219,124,219,96,191,96,205,121
03/04/24,20:29:31,person,0.9853234887123108,81,75,116,83,116,48,81,48,98,79
03/04/24,20:29:31,person,0.9810000658035278,0,149,18,155,18,137,0,137,9,153
03/04/24,20:29:31,person,0.8667430877685547,194,118,221,125,221,98,194,98,207,122
03/04/24,20:29:33,person,0.9943439364433287,0,154,22,161,22,139,0,139,11,159
03/04/24,20:29:33,person,0.9912600517272948,83,73,117,81,117,47,83,47,100,77
03/04/24,20:29:33,person,0.7123606204986572,197,114,222,119,222,94,197,94,209,116
03/04/24,20:29:35,person,0.9951825737953186,0,156,24,163,24,139,0,139,12,160
03/04/24,20:29:35,person,0.9897590279579164,83,73,117,81,117,47,83,47,100,77
03/04/24,20:29:35,person,0.7876433730125427,109,43,135,49,135,23,109,23,122,46
03/04/24,20:29:35,person,0.698930025100708,197,114,224,120,224,93,197,93,210,117
03/04/24,20:29:38,person,0.9960561394691468,0,154,27,162,27,135,0,135,13,159
03/04/24,20:29:38,person,0.9903967976570128,87,71,121,79,121,45,87,45,104,75
03/04/24,20:29:40,person,0.9949516654014589,0,152,32,161,32,129,0,129,16,157
03/04/24,20:29:40,person,0.9885463714599608,87,71,121,79,121,45,87,45,104,75
03/04/24,20:29:42,person,0.9956984519958496,0,152,35,162,35,127,0,127,17,158
03/04/24,20:29:42,person,0.9899926781654358,88,74,120,81,120,49,88,49,104,77
03/04/24,20:29:42,person,0.6226562261581421,238,59,247,64,247,55,238,55,242,63
03/04/24,20:29:44,person,0.9965128898620604,0,153,38,163,38,125,0,125,19,159
03/04/24,20:29:44,person,0.9939998984336852,92,72,122,79,122,49,92,49,107,76
03/04/24,20:29:44,person,0.7623476982116699,241,60,247,64,247,58,241,58,244,64
03/04/24,20:29:46,person,0.9970781803131104,1,153,38,163,38,126,1,126,19,159
03/04/24,20:29:46,person,0.99194598197937,93,72,121,79,121,51,93,51,107,76
03/04/24,20:29:46,person,0.7528347969055176,238,72,247,76,247,67,238,67,242,75
03/04/24,20:29:46,person,0.6184250712394714,118,42,144,48,144,22,118,22,131,45
03/04/24,20:29:49,person,0.9900519847869872,2,155,38,165,38,129,2,129,20,161
03/04/24,20:29:49,person,0.9883819222450256,97,73,123,79,123,53,97,53,110,76
03/04/24,20:29:49,person,0.7427487373352051,239,79,247,85,247,77,239,77,243,84
03/04/24,20:29:49,person,0.6999375820159912,118,45,144,51,144,25,118,25,131,48
03/04/24,20:29:51,person,0.997270166873932,6,154,41,164,41,129,6,129,23,160
03/04/24,20:29:51,person,0.9837152361869812,97,70,125,77,125,49,97,49,111,74
03/04/24,20:29:51,person,0.7600095272064209,120,52,147,58,147,31,120,31,133,55
03/04/24,20:29:51,person,0.7100774049758911,240,79,247,85,247,78,240,78,243,85
03/04/24,20:29:53,person,0.998668372631073,7,155,39,163,39,131,7,131,23,159
03/04/24,20:29:53,person,0.9508062601089478,100,68,126,74,126,48,100,48,113,71
03/04/24,20:29:53,person,0.8822994232177734,122,49,151,56,151,27,122,27,136,53
03/04/24,20:29:53,person,0.8053008913993835,240,85,247,91,247,84,240,84,243,91
03/04/24,20:29:55,person,0.998315155506134,10,151,40,159,40,129,10,129,25,156
03/04/24,20:29:55,person,0.9846711754798888,0,93,3,98,3,95,0,95,1,98
03/04/24,20:29:55,person,0.9406181573867798,101,71,126,77,126,52,101,52,113,74
03/04/24,20:29:55,person,0.9206330180168152,128,47,155,53,155,26,128,26,141,50
03/04/24,20:29:55,person,0.8674737811088562,240,85,247,91,247,84,240,84,243,91
03/04/24,20:29:57,person,0.9975650906562804,12,152,39,159,39,132,12,132,25,156
03/04/24,20:29:57,person,0.989804744720459,0,95,3,101,3,98,0,98,1,101
03/04/24,20:29:57,person,0.967662274837494,101,71,126,77,126,52,101,52,113,74
03/04/24,20:29:57,person,0.95196133852005,132,42,159,48,159,21,132,21,145,45
03/04/24,20:29:57,person,0.8955373764038086,241,82,247,88,247,82,241,82,244,88
03/04/24,20:31:10,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
03/04/24,20:31:10,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
03/04/24,20:31:10,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
03/04/24,20:31:10,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
03/04/24,20:31:12,person,0.9862701892852784,70,75,101,83,101,52,70,52,85,80
03/04/24,20:31:12,person,0.8453991413116455,186,122,215,129,215,100,186,100,200,126
03/04/24,20:31:15,person,0.989969789981842,73,84,101,91,101,63,73,63,87,88
03/04/24,20:31:15,person,0.9332403540611268,186,122,215,129,215,100,186,100,200,126
03/04/24,20:31:15,person,0.7414425611495972,0,157,8,163,8,155,0,155,4,162
03/04/24,20:31:17,person,0.9951000213623048,76,79,104,86,104,58,76,58,90,83
03/04/24,20:31:17,person,0.9142639636993408,186,119,216,126,216,96,186,96,201,123
03/04/24,20:31:17,person,0.8708076477050781,0,157,9,163,9,154,0,154,4,162
03/04/24,20:31:19,person,0.99629944562912,76,79,106,87,106,57,76,57,91,84
03/04/24,20:31:19,person,0.9099161028862,0,149,9,155,9,146,0,146,4,154
03/04/24,20:31:19,person,0.9070518612861632,188,120,216,126,216,98,188,98,202,123
03/04/24,20:31:21,person,0.9949703812599182,74,79,107,87,107,54,74,54,90,83
03/04/24,20:31:21,person,0.9463728666305542,0,148,11,154,11,143,0,143,5,153
03/04/24,20:31:21,person,0.9347140789031982,188,120,217,127,217,98,188,98,202,124
03/04/24,20:31:24,person,0.9866959452629088,76,71,111,79,111,44,76,44,93,75
03/04/24,20:31:24,person,0.9549985527992249,0,148,13,154,13,141,0,141,6,153
03/04/24,20:31:24,person,0.906617283821106,189,117,219,124,219,94,189,94,204,121
03/04/24,20:31:26,person,0.9875617623329164,81,75,115,83,115,49,81,49,98,79
03/04/24,20:31:26,person,0.9759254455566406,0,146,14,152,14,138,0,138,7,151
03/04/24,20:31:26,person,0.928288459777832,191,118,219,124,219,96,191,96,205,121
03/04/24,20:31:28,person,0.9853234887123108,81,75,116,83,116,48,81,48,98,79
03/04/24,20:31:28,person,0.9810000658035278,0,149,18,155,18,137,0,137,9,153
03/04/24,20:31:28,person,0.8667430877685547,194,118,221,125,221,98,194,98,207,122
03/04/24,20:31:30,person,0.9943439364433287,0,154,22,161,22,139,0,139,11,159
03/04/24,20:31:30,person,0.9912600517272948,83,73,117,81,117,47,83,47,100,77
03/04/24,20:31:30,person,0.7123606204986572,197,114,222,119,222,94,197,94,209,116
03/04/24,20:31:32,person,0.9951825737953186,0,156,24,163,24,139,0,139,12,160
03/04/24,20:31:32,person,0.9897590279579164,83,73,117,81,117,47,83,47,100,77
03/04/24,20:31:32,person,0.7876433730125427,109,43,135,49,135,23,109,23,122,46
03/04/24,20:31:32,person,0.698930025100708,197,114,224,120,224,93,197,93,210,117
03/04/24,20:31:35,person,0.9960561394691468,0,154,27,162,27,135,0,135,13,159
03/04/24,20:31:35,person,0.9903967976570128,87,71,121,79,121,45,87,45,104,75
03/04/24,20:31:37,person,0.9949516654014589,0,152,32,161,32,129,0,129,16,157
03/04/24,20:31:37,person,0.9885463714599608,87,71,121,79,121,45,87,45,104,75
03/04/24,20:31:39,person,0.9956984519958496,0,152,35,162,35,127,0,127,17,158
03/04/24,20:31:39,person,0.9899926781654358,88,74,120,81,120,49,88,49,104,77
03/04/24,20:31:39,person,0.6226562261581421,238,59,247,64,247,55,238,55,242,63
03/04/24,20:31:41,person,0.9965128898620604,0,153,38,163,38,125,0,125,19,159
03/04/24,20:31:41,person,0.9939998984336852,92,72,122,79,122,49,92,49,107,76
03/04/24,20:31:41,person,0.7623476982116699,241,60,247,64,247,58,241,58,244,64
03/04/24,20:31:44,person,0.9970781803131104,1,153,38,163,38,126,1,126,19,159
03/04/24,20:31:44,person,0.99194598197937,93,72,121,79,121,51,93,51,107,76
03/04/24,20:31:44,person,0.7528347969055176,238,72,247,76,247,67,238,67,242,75
03/04/24,20:31:44,person,0.6184250712394714,118,42,144,48,144,22,118,22,131,45
03/04/24,20:31:46,person,0.9900519847869872,2,155,38,165,38,129,2,129,20,161
03/04/24,20:31:46,person,0.9883819222450256,97,73,123,79,123,53,97,53,110,76
03/04/24,20:31:46,person,0.7427487373352051,239,79,247,85,247,77,239,77,243,84
03/04/24,20:31:46,person,0.6999375820159912,118,45,144,51,144,25,118,25,131,48
03/04/24,20:31:48,person,0.997270166873932,6,154,41,164,41,129,6,129,23,160
03/04/24,20:31:48,person,0.9837152361869812,97,70,125,77,125,49,97,49,111,74
03/04/24,20:31:48,person,0.7600095272064209,120,52,147,58,147,31,120,31,133,55
03/04/24,20:31:48,person,0.7100774049758911,240,79,247,85,247,78,240,78,243,85
03/04/24,20:31:50,person,0.998668372631073,7,155,39,163,39,131,7,131,23,159
03/04/24,20:31:50,person,0.9508062601089478,100,68,126,74,126,48,100,48,113,71
03/04/24,20:31:50,person,0.8822994232177734,122,49,151,56,151,27,122,27,136,53
03/04/24,20:31:50,person,0.8053008913993835,240,85,247,91,247,84,240,84,243,91
03/04/24,20:31:53,person,0.998315155506134,10,151,40,159,40,129,10,129,25,156
03/04/24,20:31:53,person,0.9846711754798888,0,93,3,98,3,95,0,95,1,98
03/04/24,20:31:53,person,0.9406181573867798,101,71,126,77,126,52,101,52,113,74
03/04/24,20:31:53,person,0.9206330180168152,128,47,155,53,155,26,128,26,141,50
03/04/24,20:31:53,person,0.8674737811088562,240,85,247,91,247,84,240,84,243,91
04/04/24,17:13:55,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
04/04/24,17:13:55,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
04/04/24,17:13:55,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
04/04/24,17:13:55,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
04/04/24,17:13:58,person,0.9862701892852784,70,75,101,83,101,52,70,52,85,80
04/04/24,17:13:58,person,0.8453991413116455,186,122,215,129,215,100,186,100,200,126
04/04/24,17:14:00,person,0.989969789981842,73,84,101,91,101,63,73,63,87,88
04/04/24,17:14:00,person,0.9332403540611268,186,122,215,129,215,100,186,100,200,126
04/04/24,17:14:00,person,0.7414425611495972,0,157,8,163,8,155,0,155,4,162
04/04/24,17:14:02,person,0.9951000213623048,76,79,104,86,104,58,76,58,90,83
04/04/24,17:14:02,person,0.9142639636993408,186,119,216,126,216,96,186,96,201,123
04/04/24,17:14:02,person,0.8708076477050781,0,157,9,163,9,154,0,154,4,162
04/04/24,17:14:04,person,0.99629944562912,76,79,106,87,106,57,76,57,91,84
04/04/24,17:14:04,person,0.9099161028862,0,149,9,155,9,146,0,146,4,154
04/04/24,17:14:04,person,0.9070518612861632,188,120,216,126,216,98,188,98,202,123
04/04/24,17:14:06,person,0.9949703812599182,74,79,107,87,107,54,74,54,90,83
04/04/24,17:14:06,person,0.9463728666305542,0,148,11,154,11,143,0,143,5,153
04/04/24,17:14:06,person,0.9347140789031982,188,120,217,127,217,98,188,98,202,124
04/04/24,17:14:08,person,0.9866959452629088,76,71,111,79,111,44,76,44,93,75
04/04/24,17:14:08,person,0.9549985527992249,0,148,13,154,13,141,0,141,6,153
04/04/24,17:14:08,person,0.906617283821106,189,117,219,124,219,94,189,94,204,121
04/04/24,17:14:10,person,0.9875617623329164,81,75,115,83,115,49,81,49,98,79
04/04/24,17:14:10,person,0.9759254455566406,0,146,14,152,14,138,0,138,7,151
04/04/24,17:14:10,person,0.928288459777832,191,118,219,124,219,96,191,96,205,121
04/04/24,17:14:12,person,0.9853234887123108,81,75,116,83,116,48,81,48,98,79
04/04/24,17:14:12,person,0.9810000658035278,0,149,18,155,18,137,0,137,9,153
04/04/24,17:14:12,person,0.8667430877685547,194,118,221,125,221,98,194,98,207,122
04/04/24,17:14:14,person,0.9943439364433287,0,154,22,161,22,139,0,139,11,159
04/04/24,17:14:14,person,0.9912600517272948,83,73,117,81,117,47,83,47,100,77
04/04/24,17:14:14,person,0.7123606204986572,197,114,222,119,222,94,197,94,209,116
04/04/24,17:14:16,person,0.9951825737953186,0,156,24,163,24,139,0,139,12,160
04/04/24,17:14:16,person,0.9897590279579164,83,73,117,81,117,47,83,47,100,77
04/04/24,17:14:16,person,0.7876433730125427,109,43,135,49,135,23,109,23,122,46
04/04/24,17:14:16,person,0.698930025100708,197,114,224,120,224,93,197,93,210,117
04/04/24,17:14:19,person,0.9960561394691468,0,154,27,162,27,135,0,135,13,159
04/04/24,17:14:19,person,0.9903967976570128,87,71,121,79,121,45,87,45,104,75
04/04/24,17:14:21,person,0.9949516654014589,0,152,32,161,32,129,0,129,16,157
04/04/24,17:14:21,person,0.9885463714599608,87,71,121,79,121,45,87,45,104,75
04/04/24,17:14:23,person,0.9956984519958496,0,152,35,162,35,127,0,127,17,158
04/04/24,17:14:23,person,0.9899926781654358,88,74,120,81,120,49,88,49,104,77
04/04/24,17:14:23,person,0.6226562261581421,238,59,247,64,247,55,238,55,242,63
04/04/24,17:14:25,person,0.9965128898620604,0,153,38,163,38,125,0,125,19,159
04/04/24,17:14:25,person,0.9939998984336852,92,72,122,79,122,49,92,49,107,76
04/04/24,17:14:25,person,0.7623476982116699,241,60,247,64,247,58,241,58,244,64
04/04/24,17:14:27,person,0.9970781803131104,1,153,38,163,38,126,1,126,19,159
04/04/24,17:14:27,person,0.99194598197937,93,72,121,79,121,51,93,51,107,76
04/04/24,17:14:27,person,0.7528347969055176,238,72,247,76,247,67,238,67,242,75
04/04/24,17:14:27,person,0.6184250712394714,118,42,144,48,144,22,118,22,131,45
04/04/24,17:14:29,person,0.9900519847869872,2,155,38,165,38,129,2,129,20,161
04/04/24,17:14:29,person,0.9883819222450256,97,73,123,79,123,53,97,53,110,76
04/04/24,17:14:29,person,0.7427487373352051,239,79,247,85,247,77,239,77,243,84
04/04/24,17:14:29,person,0.6999375820159912,118,45,144,51,144,25,118,25,131,48
04/04/24,17:14:31,person,0.997270166873932,6,154,41,164,41,129,6,129,23,160
04/04/24,17:14:31,person,0.9837152361869812,97,70,125,77,125,49,97,49,111,74
04/04/24,17:14:31,person,0.7600095272064209,120,52,147,58,147,31,120,31,133,55
04/04/24,17:14:31,person,0.7100774049758911,240,79,247,85,247,78,240,78,243,85
04/04/24,17:14:33,person,0.998668372631073,7,155,39,163,39,131,7,131,23,159
04/04/24,17:14:33,person,0.9508062601089478,100,68,126,74,126,48,100,48,113,71
04/04/24,17:14:33,person,0.8822994232177734,122,49,151,56,151,27,122,27,136,53
04/04/24,17:14:33,person,0.8053008913993835,240,85,247,91,247,84,240,84,243,91
04/04/24,17:14:35,person,0.998315155506134,10,151,40,159,40,129,10,129,25,156
04/04/24,17:14:35,person,0.9846711754798888,0,93,3,98,3,95,0,95,1,98
04/04/24,17:14:35,person,0.9406181573867798,101,71,126,77,126,52,101,52,113,74
04/04/24,17:14:35,person,0.9206330180168152,128,47,155,53,155,26,128,26,141,50
04/04/24,17:14:35,person,0.8674737811088562,240,85,247,91,247,84,240,84,243,91
04/04/24,17:14:38,person,0.9975650906562804,12,152,39,159,39,132,12,132,25,156
04/04/24,17:14:38,person,0.989804744720459,0,95,3,101,3,98,0,98,1,101
04/04/24,17:14:38,person,0.967662274837494,101,71,126,77,126,52,101,52,113,74
04/04/24,17:14:38,person,0.95196133852005,132,42,159,48,159,21,132,21,145,45
04/04/24,17:14:38,person,0.8955373764038086,241,82,247,88,247,82,241,82,244,88
04/04/24,17:14:40,person,0.9968345761299132,16,157,39,163,39,140,16,140,27,161
04/04/24,17:14:40,person,0.9944229125976562,0,93,9,100,9,91,0,91,4,99
04/04/24,17:14:40,person,0.9884122014045716,102,74,127,80,127,55,102,55,114,77
04/04/24,17:14:40,person,0.9735042452812196,132,51,156,57,156,33,132,33,144,54
04/04/24,17:14:40,person,0.8959768414497375,240,85,247,91,247,84,240,84,243,91
04/04/24,17:14:42,person,0.9959977269172668,19,158,42,164,42,141,19,141,30,162
04/04/24,17:14:42,person,0.9941062331199646,0,91,15,99,15,84,0,84,7,98
04/04/24,17:14:42,person,0.991375207901001,101,71,129,78,129,50,101,50,115,75
04/04/24,17:14:42,person,0.9846054911613464,130,60,155,66,155,41,130,41,142,63
04/04/24,17:14:42,person,0.9146743416786194,240,88,247,94,247,87,240,87,243,94
04/04/24,17:14:44,person,0.996674120426178,21,158,44,164,44,141,21,141,32,162
04/04/24,17:14:44,person,0.996189832687378,0,86,18,95,18,77,0,77,9,93
04/04/24,17:14:44,person,0.9923104643821716,102,74,129,81,129,54,102,54,115,78
04/04/24,17:14:44,person,0.9229655861854552,140,47,163,52,163,29,140,29,151,50
04/04/24,17:14:44,person,0.8919198513031006,239,91,247,97,247,89,239,89,243,96
04/04/24,17:14:46,person,0.998201847076416,23,157,47,163,47,139,23,139,35,160
04/04/24,17:14:46,person,0.9969351887702942,106,75,133,82,133,55,106,55,119,79
04/04/24,17:14:46,person,0.994262993335724,0,87,22,95,22,73,0,73,11,93
04/04/24,17:14:46,person,0.937516987323761,141,47,165,52,165,28,141,28,153,49
04/04/24,17:14:46,person,0.8880237936973572,239,91,247,98,247,90,239,90,243,97
04/04/24,17:14:48,person,0.99801766872406,107,78,131,84,131,60,107,60,119,81
04/04/24,17:14:48,person,0.996773362159729,24,157,49,163,49,138,24,138,36,160
04/04/24,17:14:48,person,0.9953024983406068,0,87,22,95,22,73,0,73,11,93
04/04/24,17:14:48,person,0.9706963896751404,143,47,169,53,169,27,143,27,156,50
04/04/24,17:14:48,person,0.9000434279441833,240,88,247,95,247,88,240,88,243,95
04/04/24,17:14:51,person,0.9976069331169128,107,78,132,84,132,59,107,59,119,81
04/04/24,17:14:51,person,0.9953043460845948,0,90,20,98,20,78,0,78,10,96
04/04/24,17:14:51,person,0.9884878396987916,24,159,52,166,52,138,24,138,38,163
04/04/24,17:14:51,person,0.9739472270011902,141,47,169,53,169,25,141,25,155,50
04/04/24,17:14:51,person,0.8590881824493408,237,91,247,98,247,88,237,88,242,97
04/04/24,17:20:54,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
04/04/24,17:20:54,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
04/04/24,17:20:54,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
04/04/24,17:20:54,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
04/04/24,17:25:33,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
04/04/24,17:25:33,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
04/04/24,17:25:33,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
04/04/24,17:25:33,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
04/04/24,17:27:43,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
04/04/24,17:27:43,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
04/04/24,17:27:43,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
04/04/24,17:27:43,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
04/04/24,17:41:33,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
04/04/24,17:41:33,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
04/04/24,17:41:33,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
04/04/24,17:41:33,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
04/04/24,17:58:34,person,0.9977907538414,70,72,97,79,97,52,70,52,83,76
04/04/24,17:58:34,person,0.9804568886756896,245,80,247,86,247,84,245,84,246,86
04/04/24,17:58:34,person,0.9484179615974426,0,153,8,161,8,153,0,153,4,160
04/04/24,17:58:34,person,0.6156817078590393,185,122,214,128,214,99,185,99,199,125
04/04/24,17:58:36,person,0.9862701892852784,70,75,101,83,101,52,70,52,85,80
04/04/24,17:58:36,person,0.8453991413116455,186,122,215,129,215,100,186,100,200,126
04/04/24,17:58:39,person,0.989969789981842,73,84,101,91,101,63,73,63,87,88
04/04/24,17:58:39,person,0.9332403540611268,186,122,215,129,215,100,186,100,200,126
04/04/24,17:58:39,person,0.7414425611495972,0,157,8,163,8,155,0,155,4,162
04/04/24,17:58:41,person,0.9951000213623048,76,79,104,86,104,58,76,58,90,83
04/04/24,17:58:41,person,0.9142639636993408,186,119,216,126,216,96,186,96,201,123
04/04/24,17:58:41,person,0.8708076477050781,0,157,9,163,9,154,0,154,4,162
04/04/24,17:58:43,person,0.99629944562912,76,79,106,87,106,57,76,57,91,84
